age,workclass,education,marital-status,race,sex,hours-per-week,native-country,class
42,Private, 9th, Divorced, White,Female,40,United-States,<=50K
29,Private, Bachelors, Never-married, White,Female,50,United-States,<=50K
29,Private, HS-grad, Married-spouse-absent, Black,Male,49,Haiti,<=50K
71,Self-emp-inc, Bachelors, Married-civ-spouse, White,Male,30,United-States,<=50K
29,Federal-gov, 10th, Separated, White,Female,40,United-States,<=50K
23,State-gov, Bachelors, Never-married, White,Male,16,United-States,<=50K
28,Private, Bachelors, Never-married, White,Male,2,United-States,<=50K
55,Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander,Male,40,China,>50K
47,State-gov, Bachelors, Married-civ-spouse, White,Female,40,United-States,<=50K
21,Others, Some-college, Never-married, White,Female,40,United-States,<=50K
33,Private, HS-grad, Separated, Black,Female,40,United-States,<=50K
35,Local-gov, 12th, Married-civ-spouse, White,Male,40,United-States,<=50K
42,Self-emp-inc, Bachelors, Married-civ-spouse, White,Female,45,United-States,>50K
33,Private, HS-grad, Married-spouse-absent, Amer-Indian-Eskimo,Male,40,United-States,<=50K
30,Private, Masters, Never-married, White,Male,40,United-States,<=50K
37,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
19,Others, HS-grad, Never-married, White,Male,25,United-States,<=50K
21,Others, Some-college, Never-married, White,Male,40,United-States,<=50K
46,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,35,United-States,<=50K
42,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
28,Private, Masters, Never-married, White,Male,58,United-States,<=50K
36,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
39,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
27,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
57,Private, HS-grad, Married-civ-spouse, Black,Female,38,United-States,>50K
50,Private, HS-grad, Divorced, Black,Female,12,United-States,<=50K
63,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
44,Private, Some-college, Divorced, White,Male,50,United-States,<=50K
38,Private, 10th, Married-civ-spouse, White,Male,40,United-States,>50K
30,Self-emp-not-inc, Some-college, Never-married, White,Male,40,United-States,<=50K
20,Private, Some-college, Never-married, Black,Female,25,United-States,<=50K
44,Self-emp-not-inc, Prof-school, Married-civ-spouse, White,Male,50,United-States,>50K
24,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
26,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
42,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,70,United-States,<=50K
54,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
45,State-gov, Some-college, Divorced, White,Female,45,United-States,<=50K
37,Private, 1st-4th, Married-civ-spouse, White,Male,40,Mexico,<=50K
30,Federal-gov, Bachelors, Never-married, White,Male,40,United-States,<=50K
36,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
19,Private, 9th, Never-married, White,Female,50,Mexico,<=50K
22,Private, Assoc-acdm, Never-married, Asian-Pac-Islander,Female,40,Philippines,<=50K
65,Federal-gov, HS-grad, Widowed, White,Female,40,United-States,<=50K
52,Others, 10th, Divorced, White,Male,25,United-States,<=50K
36,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,30,United-States,<=50K
22,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
28,Private, Assoc-voc, Married-civ-spouse, White,Male,50,United-States,<=50K
30,State-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
47,Private, Some-college, Married-civ-spouse, White,Male,55,United-States,>50K
29,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
36,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
30,Private, Bachelors, Divorced, White,Female,40,United-States,<=50K
52,Private, Masters, Married-civ-spouse, White,Female,60,United-States,>50K
62,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
42,Private, Masters, Married-civ-spouse, White,Male,55,United-States,>50K
33,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
17,Private, 11th, Never-married, White,Female,26,United-States,<=50K
54,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
41,Private, HS-grad, Never-married, Black,Male,40,United-States,<=50K
45,State-gov, Masters, Divorced, White,Female,45,United-States,<=50K
37,State-gov, Some-college, Never-married, Black,Female,15,United-States,<=50K
21,Private, HS-grad, Never-married, Asian-Pac-Islander,Female,34,South,<=50K
29,Private, Bachelors, Divorced, White,Female,40,United-States,<=50K
18,State-gov, HS-grad, Never-married, White,Male,40,United-States,<=50K
18,Others, 11th, Never-married, White,Female,20,United-States,<=50K
62,Private, HS-grad, Married-civ-spouse, Black,Male,40,United-States,<=50K
19,Private, Some-college, Never-married, White,Female,20,United-States,<=50K
62,Private, 7th-8th, Widowed, White,Female,35,United-States,<=50K
58,Local-gov, Bachelors, Divorced, White,Female,40,United-States,<=50K
34,Private, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
62,Private, 11th, Never-married, White,Male,50,United-States,<=50K
23,Private, Some-college, Married-civ-spouse, White,Male,12,United-States,<=50K
37,Private, Bachelors, Married-spouse-absent, White,Male,50,United-States,>50K
42,Private, Assoc-acdm, Never-married, White,Male,46,United-States,<=50K
21,Private, 11th, Never-married, White,Male,40,United-States,<=50K
41,Private, Bachelors, Divorced, White,Female,40,United-States,<=50K
27,Private, 11th, Never-married, White,Male,40,United-States,<=50K
37,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
40,Private, HS-grad, Married-civ-spouse, White,Male,45,United-States,>50K
62,Local-gov, 7th-8th, Married-civ-spouse, White,Male,40,United-States,<=50K
29,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
33,Private, Masters, Married-civ-spouse, White,Male,50,United-States,>50K
53,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
64,Private, Assoc-voc, Divorced, White,Female,40,United-States,<=50K
60,Private, Some-college, Married-civ-spouse, White,Male,48,United-States,>50K
47,Private, 11th, Never-married, White,Male,40,United-States,<=50K
45,State-gov, Masters, Married-civ-spouse, White,Male,40,United-States,<=50K
33,Private, Assoc-voc, Married-civ-spouse, White,Male,40,United-States,<=50K
29,Private, Bachelors, Married-civ-spouse, White,Male,45,United-States,>50K
57,Private, 7th-8th, Married-civ-spouse, White,Male,40,United-States,>50K
19,Private, HS-grad, Never-married, White,Male,35,United-States,<=50K
26,Private, Bachelors, Never-married, White,Male,40,Others,<=50K
63,Self-emp-inc, 5th-6th, Married-civ-spouse, White,Male,25,United-States,<=50K
42,Private, Assoc-acdm, Divorced, White,Female,40,United-States,<=50K
38,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
34,Private, 10th, Never-married, White,Male,40,United-States,<=50K
20,Others, Some-college, Never-married, White,Male,30,United-States,<=50K
35,Private, 7th-8th, Married-civ-spouse, White,Male,40,United-States,<=50K
38,Private, Bachelors, Married-civ-spouse, White,Female,8,United-States,>50K
52,State-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
32,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
67,Private, Doctorate, Divorced, White,Male,60,United-States,>50K
26,Private, Masters, Never-married, White,Female,40,United-States,<=50K
58,Private, Masters, Married-civ-spouse, White,Male,60,United-States,>50K
48,Private, Assoc-voc, Married-civ-spouse, White,Male,40,United-States,>50K
25,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
25,Private, Bachelors, Never-married, White,Male,48,United-States,<=50K
25,Private, Some-college, Never-married, White,Male,50,United-States,<=50K
18,Private, HS-grad, Never-married, White,Male,12,United-States,<=50K
36,Private, HS-grad, Married-civ-spouse, White,Male,60,United-States,<=50K
45,Self-emp-not-inc, 11th, Married-civ-spouse, White,Male,50,United-States,<=50K
34,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
68,Self-emp-inc, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
37,Private, Some-college, Never-married, White,Male,50,Guatemala,<=50K
21,Private, Some-college, Never-married, Asian-Pac-Islander,Male,15,United-States,<=50K
49,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
39,Local-gov, Masters, Never-married, White,Female,50,United-States,<=50K
41,Private, Doctorate, Married-civ-spouse, White,Female,40,United-States,>50K
35,Private, Masters, Married-civ-spouse, White,Male,50,United-States,>50K
29,Local-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
29,Others, 9th, Separated, White,Female,40,United-States,<=50K
54,Local-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
32,Self-emp-not-inc, Bachelors, Never-married, White,Male,45,Others,>50K
18,Private, 11th, Never-married, White,Male,30,United-States,<=50K
30,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
66,Others, 10th, Married-civ-spouse, White,Male,15,United-States,>50K
23,Local-gov, HS-grad, Never-married, White,Female,40,United-States,<=50K
36,Private, HS-grad, Married-civ-spouse, White,Male,50,United-States,<=50K
34,Private, Some-college, Married-civ-spouse, White,Male,45,United-States,<=50K
39,Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White,Male,60,United-States,<=50K
26,Local-gov, 10th, Never-married, Black,Male,40,United-States,<=50K
78,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
28,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
51,Private, Some-college, Married-civ-spouse, White,Female,40,United-States,<=50K
33,Local-gov, Some-college, Married-civ-spouse, White,Male,50,United-States,>50K
44,Others, 11th, Divorced, Black,Female,40,United-States,<=50K
34,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
33,Self-emp-not-inc, Prof-school, Married-civ-spouse, White,Male,50,United-States,>50K
28,Private, Masters, Married-civ-spouse, White,Male,60,United-States,>50K
55,Private, 9th, Married-civ-spouse, Black,Male,4,United-States,<=50K
30,Private, Assoc-voc, Never-married, White,Male,45,United-States,<=50K
45,Private, HS-grad, Married-spouse-absent, White,Male,40,Poland,<=50K
46,Private, Assoc-voc, Married-civ-spouse, Black,Male,40,United-States,>50K
17,Private, 11th, Never-married, White,Female,7,United-States,<=50K
40,Private, 11th, Married-civ-spouse, White,Male,40,Puerto-Rico,<=50K
44,Local-gov, Masters, Divorced, White,Female,50,United-States,>50K
56,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
69,Self-emp-inc, Assoc-acdm, Married-civ-spouse, White,Male,40,United-States,>50K
41,Private, 1st-4th, Married-civ-spouse, White,Male,40,Mexico,<=50K
47,Local-gov, 11th, Divorced, Black,Male,40,United-States,<=50K
33,Private, 11th, Married-civ-spouse, White,Male,40,Mexico,<=50K
25,State-gov, Bachelors, Never-married, White,Male,20,United-States,<=50K
42,Private, 7th-8th, Widowed, White,Female,35,United-States,<=50K
65,Others, Bachelors, Married-civ-spouse, White,Male,30,United-States,<=50K
24,Private, Assoc-voc, Never-married, White,Female,40,United-States,<=50K
48,Federal-gov, Bachelors, Widowed, Amer-Indian-Eskimo,Female,40,United-States,<=50K
82,Self-emp-inc, 7th-8th, Widowed, White,Female,40,United-States,<=50K
36,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
34,Private, Prof-school, Never-married, White,Female,40,United-States,>50K
28,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
65,Private, Some-college, Married-civ-spouse, Asian-Pac-Islander,Male,40,United-States,>50K
66,Self-emp-not-inc, Some-college, Married-civ-spouse, Black,Male,60,United-States,<=50K
40,Private, Some-college, Never-married, Amer-Indian-Eskimo,Male,30,United-States,<=50K
66,Private, Some-college, Married-civ-spouse, White,Male,40,Others,<=50K
37,Private, 5th-6th, Married-civ-spouse, White,Male,40,El-Salvador,<=50K
34,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
41,Self-emp-not-inc, Masters, Widowed, White,Female,20,United-States,<=50K
43,Private, Masters, Married-civ-spouse, Black,Female,50,United-States,>50K
20,Private, HS-grad, Never-married, White,Male,45,Canada,<=50K
59,Private, Masters, Married-civ-spouse, White,Female,10,United-States,<=50K
48,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
45,State-gov, Assoc-voc, Married-civ-spouse, White,Male,40,United-States,>50K
28,Private, HS-grad, Married-civ-spouse, White,Male,48,United-States,<=50K
43,Private, Bachelors, Separated, White,Female,35,United-States,<=50K
18,Private, Some-college, Never-married, Black,Female,15,Haiti,<=50K
34,Others, HS-grad, Divorced, White,Male,40,United-States,<=50K
55,Self-emp-inc, Doctorate, Married-civ-spouse, White,Male,60,United-States,<=50K
21,Local-gov, HS-grad, Never-married, White,Male,40,United-States,<=50K
47,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
45,Private, Assoc-acdm, Never-married, White,Female,40,United-States,<=50K
61,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
23,Private, 10th, Never-married, White,Male,40,United-States,<=50K
44,State-gov, Masters, Separated, White,Female,40,United-States,<=50K
45,Private, HS-grad, Married-civ-spouse, White,Female,50,United-States,>50K
35,State-gov, Bachelors, Never-married, White,Female,40,United-States,<=50K
17,Others, 10th, Never-married, White,Female,15,United-States,<=50K
49,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
40,Private, Bachelors, Married-civ-spouse, Black,Male,40,United-States,>50K
28,Self-emp-not-inc, Masters, Never-married, White,Male,40,United-States,<=50K
33,Self-emp-inc, Some-college, Never-married, White,Female,60,United-States,<=50K
31,State-gov, Assoc-voc, Never-married, White,Male,40,United-States,<=50K
38,Local-gov, Assoc-acdm, Never-married, White,Male,40,United-States,<=50K
62,Private, 10th, Divorced, White,Female,35,United-States,<=50K
40,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
61,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
42,Federal-gov, Masters, Married-civ-spouse, White,Female,40,United-States,>50K
19,Others, Some-college, Never-married, Asian-Pac-Islander,Male,2,South,<=50K
32,Local-gov, Bachelors, Married-civ-spouse, White,Male,45,United-States,<=50K
52,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
34,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
37,Private, Assoc-acdm, Never-married, White,Female,50,United-States,>50K
30,Private, Bachelors, Never-married, White,Male,45,United-States,>50K
27,Private, Assoc-voc, Married-civ-spouse, White,Male,40,United-States,<=50K
25,Private, HS-grad, Never-married, White,Female,35,United-States,<=50K
32,Private, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
47,Self-emp-inc, Bachelors, Divorced, White,Female,60,United-States,>50K
43,Private, Some-college, Never-married, White,Male,38,United-States,>50K
50,Local-gov, Masters, Married-civ-spouse, White,Male,36,United-States,>50K
42,Federal-gov, Assoc-acdm, Separated, White,Female,40,United-States,>50K
31,Private, 11th, Never-married, White,Male,30,United-States,<=50K
43,Private, HS-grad, Married-civ-spouse, White,Male,30,United-States,<=50K
37,Private, HS-grad, Never-married, Asian-Pac-Islander,Female,17,United-States,<=50K
58,Private, Bachelors, Divorced, White,Male,40,United-States,<=50K
32,Private, Some-college, Divorced, White,Female,38,United-States,<=50K
35,Private, Masters, Never-married, White,Female,38,United-States,>50K
40,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,60,United-States,<=50K
39,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,45,United-States,<=50K
51,Private, Masters, Married-civ-spouse, White,Male,55,United-States,>50K
42,Private, HS-grad, Married-civ-spouse, White,Male,50,United-States,>50K
27,Private, Some-college, Divorced, White,Female,40,United-States,<=50K
69,Private, HS-grad, Widowed, White,Female,30,United-States,<=50K
74,Private, Assoc-voc, Widowed, White,Female,40,United-States,<=50K
36,Private, Assoc-acdm, Married-civ-spouse, White,Male,43,United-States,>50K
23,Others, Some-college, Never-married, White,Female,23,Iran,<=50K
48,Local-gov, 5th-6th, Married-civ-spouse, White,Male,40,United-States,<=50K
38,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
68,Private, 9th, Married-civ-spouse, White,Male,24,United-States,<=50K
40,State-gov, Prof-school, Never-married, White,Female,40,United-States,<=50K
23,Private, 9th, Married-civ-spouse, White,Male,40,United-States,<=50K
48,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
47,Local-gov, Masters, Married-civ-spouse, White,Male,40,United-States,<=50K
55,Private, HS-grad, Widowed, White,Male,51,United-States,<=50K
22,State-gov, Some-college, Never-married, White,Female,17,United-States,<=50K
49,Private, HS-grad, Married-civ-spouse, White,Male,40,Nicaragua,<=50K
51,Private, HS-grad, Widowed, White,Female,40,United-States,<=50K
42,Self-emp-inc, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
31,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
67,Local-gov, HS-grad, Married-civ-spouse, White,Male,24,United-States,<=50K
27,Others, Bachelors, Never-married, Black,Male,45,United-States,<=50K
59,Self-emp-not-inc, Masters, Married-civ-spouse, White,Male,15,United-States,<=50K
66,Private, HS-grad, Widowed, White,Female,25,United-States,<=50K
28,Private, Assoc-voc, Never-married, White,Male,60,United-States,>50K
33,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
44,Local-gov, Bachelors, Never-married, White,Male,55,United-States,<=50K
39,Private, Masters, Married-civ-spouse, Black,Male,45,United-States,>50K
39,Local-gov, Bachelors, Married-civ-spouse, White,Male,42,United-States,<=50K
46,Private, HS-grad, Divorced, White,Female,38,United-States,>50K
19,Private, Preschool, Never-married, White,Male,36,Mexico,<=50K
44,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
24,Private, HS-grad, Never-married, White,Male,40,United-States,<=50K
48,Private, HS-grad, Never-married, Black,Female,42,United-States,<=50K
27,Private, HS-grad, Married-civ-spouse, White,Male,50,United-States,<=50K
44,Private, Some-college, Divorced, White,Male,35,United-States,<=50K
30,Private, HS-grad, Never-married, White,Female,35,Ireland,<=50K
32,Federal-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
49,Private, Masters, Married-civ-spouse, White,Male,78,United-States,>50K
37,Self-emp-not-inc, Preschool, Married-civ-spouse, White,Male,30,Mexico,<=50K
24,Private, Bachelors, Never-married, White,Female,60,United-States,>50K
19,Private, Some-college, Never-married, White,Female,20,United-States,<=50K
20,Private, Some-college, Never-married, White,Female,10,United-States,<=50K
25,Private, Assoc-acdm, Never-married, White,Male,45,United-States,<=50K
29,Private, Some-college, Divorced, Black,Male,40,United-States,<=50K
43,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
35,Local-gov, Assoc-acdm, Married-civ-spouse, White,Male,40,United-States,<=50K
47,Local-gov, Some-college, Married-civ-spouse, White,Male,48,United-States,>50K
53,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
27,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
32,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
36,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
55,Self-emp-not-inc, 7th-8th, Married-civ-spouse, White,Male,80,United-States,<=50K
41,Private, 10th, Married-civ-spouse, White,Male,70,United-States,<=50K
49,Self-emp-not-inc, Doctorate, Divorced, White,Male,63,Canada,>50K
36,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
62,Private, Bachelors, Married-civ-spouse, White,Male,28,United-States,<=50K
44,Private, HS-grad, Married-civ-spouse, White,Male,72,United-States,<=50K
69,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,40,United-States,<=50K
22,Private, Some-college, Never-married, Asian-Pac-Islander,Female,40,Philippines,<=50K
36,Private, HS-grad, Married-civ-spouse, White,Male,25,United-States,<=50K
58,Private, HS-grad, Married-civ-spouse, White,Male,60,United-States,<=50K
32,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
19,Others, Some-college, Never-married, White,Male,25,United-States,<=50K
27,Private, Some-college, Divorced, White,Female,35,United-States,<=50K
19,Others, Some-college, Never-married, White,Male,28,United-States,<=50K
35,Private, HS-grad, Never-married, Other,Male,40,Puerto-Rico,<=50K
58,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
18,Private, Some-college, Never-married, White,Female,20,United-States,<=50K
48,Self-emp-not-inc, Assoc-voc, Divorced, Black,Female,10,United-States,<=50K
22,Private, 10th, Never-married, White,Male,40,Mexico,<=50K
39,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
47,Self-emp-not-inc, Bachelors, Married-civ-spouse, White,Male,60,United-States,<=50K
23,Private, 5th-6th, Never-married, White,Male,40,Mexico,<=50K
40,Private, Assoc-voc, Never-married, White,Female,36,United-States,<=50K
35,Private, Assoc-voc, Married-civ-spouse, White,Female,40,Germany,<=50K
20,Others, Some-college, Never-married, White,Male,32,United-States,<=50K
41,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
27,Private, HS-grad, Never-married, Black,Female,35,United-States,<=50K
58,Private, Masters, Married-civ-spouse, White,Male,50,United-States,>50K
38,Private, Some-college, Divorced, White,Female,40,United-States,<=50K
40,State-gov, Bachelors, Divorced, Black,Female,40,United-States,<=50K
29,Private, HS-grad, Separated, Black,Female,55,United-States,<=50K
28,State-gov, Assoc-voc, Never-married, Black,Female,40,Germany,<=50K
35,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
18,Private, 12th, Never-married, Black,Female,40,United-States,<=50K
29,Private, Bachelors, Never-married, White,Female,40,United-States,<=50K
25,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
65,Private, HS-grad, Widowed, White,Female,22,United-States,<=50K
19,Private, 11th, Never-married, White,Female,15,United-States,<=50K
37,Private, 9th, Separated, White,Female,25,United-States,<=50K
22,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
70,Private, Bachelors, Married-civ-spouse, White,Male,40,Scotland,<=50K
21,Local-gov, Some-college, Never-married, White,Female,32,United-States,<=50K
21,Private, Some-college, Never-married, White,Male,40,United-States,<=50K
23,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
46,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
33,State-gov, Doctorate, Married-civ-spouse, Asian-Pac-Islander,Male,50,India,>50K
36,Private, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
42,Self-emp-inc, Bachelors, Married-civ-spouse, White,Male,60,United-States,>50K
52,Private, Assoc-voc, Married-civ-spouse, White,Male,40,United-States,<=50K
55,Others, HS-grad, Married-civ-spouse, White,Female,6,United-States,>50K
60,Local-gov, Some-college, Widowed, White,Male,40,United-States,<=50K
57,Local-gov, 7th-8th, Divorced, White,Female,40,United-States,<=50K
35,Private, Bachelors, Married-civ-spouse, Black,Male,40,United-States,>50K
24,Private, HS-grad, Never-married, White,Female,40,United-States,<=50K
37,Private, Bachelors, Married-civ-spouse, White,Male,55,United-States,>50K
45,Local-gov, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
48,Federal-gov, Masters, Never-married, White,Male,40,United-States,<=50K
22,Private, 11th, Married-civ-spouse, White,Male,42,United-States,<=50K
45,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
32,Private, HS-grad, Divorced, White,Male,40,United-States,<=50K
35,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
22,Private, Bachelors, Never-married, White,Female,40,United-States,<=50K
34,Private, 9th, Separated, White,Female,38,United-States,<=50K
25,Private, HS-grad, Never-married, Asian-Pac-Islander,Male,45,Philippines,<=50K
39,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
44,Federal-gov, HS-grad, Married-civ-spouse, White,Male,40,United-States,>50K
33,Private, 1st-4th, Divorced, White,Female,40,Mexico,<=50K
48,Private, 11th, Married-civ-spouse, Black,Male,40,United-States,<=50K
58,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
36,Private, Some-college, Never-married, White,Female,60,United-States,<=50K
53,Self-emp-not-inc, HS-grad, Widowed, White,Female,55,United-States,<=50K
25,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,50,United-States,<=50K
21,Private, Bachelors, Never-married, Black,Female,30,United-States,<=50K
36,Private, 5th-6th, Married-civ-spouse, White,Female,40,El-Salvador,<=50K
51,State-gov, HS-grad, Widowed, White,Female,40,United-States,<=50K
26,Local-gov, Bachelors, Never-married, White,Female,40,United-States,<=50K
41,Private, Assoc-voc, Divorced, White,Female,40,United-States,<=50K
23,Local-gov, Bachelors, Never-married, White,Male,40,United-States,<=50K
20,Private, Some-college, Never-married, White,Female,25,United-States,<=50K
58,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
21,Private, HS-grad, Never-married, White,Male,25,Nicaragua,<=50K
32,Private, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
54,Others, Doctorate, Married-spouse-absent, Asian-Pac-Islander,Male,20,India,<=50K
62,Private, HS-grad, Married-civ-spouse, White,Female,40,United-States,<=50K
29,Others, Some-college, Married-civ-spouse, White,Female,40,United-States,<=50K
43,Private, Assoc-voc, Married-civ-spouse, White,Male,60,United-States,<=50K
20,Private, Some-college, Never-married, White,Male,60,United-States,<=50K
23,Private, Some-college, Never-married, White,Female,20,United-States,<=50K
26,Private, Bachelors, Never-married, White,Female,40,United-States,<=50K
33,Private, Prof-school, Married-civ-spouse, White,Male,60,United-States,>50K
30,Private, Some-college, Never-married, Black,Male,40,United-States,<=50K
63,Private, 7th-8th, Married-civ-spouse, White,Male,45,United-States,<=50K
45,Private, HS-grad, Divorced, White,Female,40,United-States,<=50K
39,Private, Some-college, Never-married, White,Female,40,United-States,<=50K
26,Private, HS-grad, Never-married, White,Male,30,United-States,<=50K
28,Others, Some-college, Married-civ-spouse, White,Male,5,United-States,<=50K
20,Others, Some-college, Never-married, White,Male,40,United-States,<=50K
39,Private, Bachelors, Never-married, White,Male,40,United-States,<=50K
34,Private, Bachelors, Never-married, White,Male,42,United-States,<=50K
33,Private, HS-grad, Never-married, Black,Male,50,United-States,<=50K
26,Private, Some-college, Married-civ-spouse, Asian-Pac-Islander,Male,40,United-States,<=50K
20,Others, Some-college, Never-married, Asian-Pac-Islander,Female,40,United-States,<=50K
40,Private, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
49,Private, HS-grad, Separated, White,Male,40,United-States,<=50K
64,Private, HS-grad, Married-civ-spouse, Black,Male,40,Others,>50K
65,Private, Bachelors, Divorced, White,Female,35,United-States,<=50K
19,Private, 11th, Never-married, White,Male,20,United-States,<=50K
47,Private, Some-college, Divorced, White,Female,23,United-States,<=50K
24,Private, Some-college, Never-married, Asian-Pac-Islander,Male,20,India,<=50K
55,Self-emp-inc, Some-college, Married-civ-spouse, White,Male,45,United-States,>50K
61,Self-emp-not-inc, HS-grad, Married-civ-spouse, White,Male,35,United-States,<=50K
47,Local-gov, Bachelors, Married-civ-spouse, White,Male,50,United-States,>50K
64,Private, HS-grad, Married-civ-spouse, Black,Male,40,United-States,<=50K
37,Private, HS-grad, Never-married, White,Male,40,El-Salvador,<=50K
21,Others, HS-grad, Never-married, White,Female,40,United-States,<=50K
40,Others, 11th, Married-civ-spouse, White,Female,16,United-States,<=50K
25,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
41,Self-emp-not-inc, Some-college, Married-civ-spouse, White,Male,55,United-States,<=50K
40,State-gov, Bachelors, Married-civ-spouse, White,Male,40,United-States,>50K
21,Private, Assoc-voc, Never-married, White,Female,20,United-States,<=50K
54,State-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,>50K
47,Private, HS-grad, Married-civ-spouse, White,Male,40,United-States,<=50K
21,Private, Some-college, Never-married, White,Female,35,United-States,<=50K
32,Local-gov, Some-college, Married-civ-spouse, White,Male,40,United-States,<=50K
