age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
44,Private,134120,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
45,Private,192776,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K
35,Private,61343,Some-college,10,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,45,United-States,<=50K
44,Private,187584,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Canada,<=50K
39,Federal-gov,129573,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K
63,Private,158199,1st-4th,2,Widowed,MachineInsp-Op,Unmarried,White,Female,44,Portugal,<=50K
40,Federal-gov,391744,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
26,Private,94392,11th,7,Separated,Other-service,Unmarried,White,Female,20,United-States,<=50K
32,Private,196342,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
49,Private,99179,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
54,State-gov,137065,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
32,Private,154087,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
41,Private,29702,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,<=50K
28,Private,194940,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,<=50K
34,Private,34848,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
50,Local-gov,117496,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,<=50K
40,Local-gov,166893,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,>50K
50,Private,171199,11th,7,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
40,Private,174515,HS-grad,9,Married-spouse-absent,Other-service,Own-child,White,Female,40,United-States,<=50K
50,Self-emp-inc,155574,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
36,Private,255454,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,30,United-States,<=50K
36,Private,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
51,Private,85423,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,55,United-States,>50K
38,Self-emp-not-inc,217054,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K
23,Private,126945,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,25,United-States,<=50K
41,Self-emp-not-inc,186909,Masters,14,Married-civ-spouse,Sales-Bussiness,Wife,White,Female,35,United-States,>50K
53,Local-gov,207449,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
59,Private,157932,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
19,Private,98605,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
43,State-gov,47818,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
26,Private,396482,Bachelors,13,Never-married,Sales-Bussiness,Not-in-family,White,Female,48,United-States,<=50K
35,Private,111387,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
31,Private,114324,Assoc-voc,11,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
46,Private,308334,1st-4th,2,Widowed,Other-service,Unmarried,Other,Female,30,Mexico,<=50K
19,Private,266255,HS-grad,9,Never-married,Sales-Bussiness,Own-child,White,Female,40,United-States,<=50K
40,Private,408717,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
46,State-gov,27802,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,38,United-States,>50K
25,Private,232914,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,United-States,<=50K
42,Private,152676,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
39,Self-emp-not-inc,48063,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K
22,Private,216984,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
28,Self-emp-not-inc,254989,11th,7,Never-married,Sales-Bussiness,Own-child,White,Male,40,United-States,<=50K
37,Private,75024,HS-grad,9,Divorced,Sales-Bussiness,Unmarried,White,Female,25,Canada,<=50K
24,Private,99970,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K
25,Private,155320,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,45,United-States,<=50K
35,Private,331831,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
58,Private,314092,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,>50K
26,Private,53833,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,40,United-States,<=50K
47,Local-gov,162187,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
47,Private,297884,10th,6,Widowed,MachineInsp-Op,Not-in-family,White,Male,40,United-States,<=50K
32,Private,107843,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,50,United-States,>50K
36,Private,93225,11th,7,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,<=50K
19,Private,104830,7th-8th,4,Never-married,Transport-moving,Unmarried,White,Male,25,Guatemala,<=50K
59,Private,162136,Some-college,10,Divorced,MachineInsp-Op,Not-in-family,White,Male,56,United-States,<=50K
54,Self-emp-inc,166459,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
18,Private,62972,11th,7,Never-married,Other-service,Own-child,White,Male,16,United-States,<=50K
31,Private,459465,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
49,Private,198774,Bachelors,13,Divorced,Sales-Bussiness,Other-relative,White,Female,35,United-States,<=50K
20,Private,378546,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,25,United-States,<=50K
23,Private,140414,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
34,Self-emp-not-inc,198664,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,70,South,>50K
57,Private,365683,HS-grad,9,Divorced,MachineInsp-Op,Not-in-family,White,Female,40,United-States,>50K
26,Private,108658,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
38,Self-emp-not-inc,30916,Assoc-acdm,12,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,60,United-States,<=50K
38,Self-emp-inc,176357,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
41,Private,101593,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
46,Local-gov,180010,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
42,Local-gov,255675,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
48,Private,198000,Some-college,10,Never-married,Craft-repair,Unmarried,White,Female,38,United-States,>50K
29,Private,122112,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Wife,White,Female,50,United-States,<=50K
39,Private,230467,Bachelors,13,Never-married,Sales-Bussiness,Own-child,White,Male,40,Germany,<=50K
48,Private,318331,HS-grad,9,Never-married,Sales-Bussiness,Own-child,White,Male,40,United-States,<=50K
73,Local-gov,205580,5th-6th,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,United-States,<=50K
17,Private,163494,10th,6,Never-married,Sales-Bussiness,Own-child,White,Male,30,United-States,<=50K
64,Local-gov,142166,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99,United-States,<=50K
20,Private,147344,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K
44,Self-emp-not-inc,115896,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
18,Private,174394,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
36,Local-gov,137314,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,>50K
27,State-gov,271243,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Male,40,Jamaica,<=50K
40,Private,282155,HS-grad,9,Separated,Other-service,Other-relative,White,Female,25,United-States,<=50K
53,Private,246117,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,<=50K
51,Self-emp-not-inc,149770,HS-grad,9,Divorced,Sales-Bussiness,Not-in-family,White,Female,44,United-States,<=50K
50,Local-gov,220640,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,50,United-States,>50K
43,Local-gov,174395,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
23,Private,174626,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K
50,Self-emp-not-inc,348099,10th,6,Divorced,Sales-Bussiness,Not-in-family,White,Female,50,United-States,<=50K
48,Private,75104,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K
22,Private,336215,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,25,United-States,<=50K
35,Private,102976,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
23,Private,117767,HS-grad,9,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K
36,Private,461337,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
20,Self-emp-inc,104443,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K
34,Private,115066,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,>50K
36,Private,107302,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
39,Private,139703,HS-grad,9,Married-spouse-absent,Sales-Bussiness,Unmarried,Black,Female,28,Jamaica,<=50K
36,Private,266461,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,48,United-States,<=50K
42,Private,228320,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K
28,Private,33798,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K
19,Private,164320,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
50,Private,485710,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,<=50K
32,Private,146154,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Wife,White,Female,40,United-States,<=50K
35,Private,49020,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
41,Local-gov,47902,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
46,Private,114032,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
41,Private,103980,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,United-States,<=50K
27,Private,204788,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
26,Private,120268,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,24,United-States,<=50K
49,Private,67365,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
44,Private,152150,Assoc-acdm,12,Separated,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
25,Private,124111,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,38,United-States,<=50K
29,Private,102345,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,52,United-States,<=50K
67,Private,123393,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
24,Private,138768,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K
28,Private,339002,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,20,United-States,<=50K
40,Private,224658,Some-college,10,Married-civ-spouse,Sales-Bussiness,Other-relative,White,Male,40,United-States,<=50K
41,Private,327723,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
48,Private,280422,Some-college,10,Separated,Other-service,Not-in-family,White,Female,25,Peru,<=50K
25,Private,90752,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
40,Federal-gov,36885,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K
58,Private,201112,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,55,United-States,>50K
53,Private,194791,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K
32,Private,388672,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,16,United-States,<=50K
36,Self-emp-not-inc,347491,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K
63,Private,183608,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
18,Private,189924,HS-grad,9,Never-married,Sales-Bussiness,Own-child,White,Female,24,United-States,<=50K
24,Private,222005,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,30,United-States,<=50K
27,Federal-gov,508336,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,48,United-States,<=50K
27,Private,81540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
41,Private,24763,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,<=50K
31,Local-gov,137537,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
35,Private,241153,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K
38,Private,197113,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,20,United-States,<=50K
39,Local-gov,178100,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
58,Local-gov,311409,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,30,United-States,>50K
21,Private,77759,Some-college,10,Never-married,Sales-Bussiness,Own-child,White,Female,15,United-States,<=50K
39,Private,177277,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,45,United-States,>50K
53,Private,238481,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
47,Self-emp-not-inc,162236,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
51,Local-gov,170579,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
52,Self-emp-not-inc,129311,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,95,United-States,>50K
39,Private,119098,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
50,Private,287927,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,16,United-States,<=50K
55,Local-gov,110490,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,<=50K
51,Federal-gov,174102,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
42,Private,280410,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,Haiti,<=50K
19,Private,172582,Some-college,10,Never-married,Sales-Bussiness,Own-child,White,Male,30,United-States,<=50K
34,Self-emp-not-inc,321709,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,25,United-States,<=50K
50,Private,195690,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K
52,Private,152234,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Japan,>50K
18,Private,100875,11th,7,Never-married,Other-service,Unmarried,White,Female,28,United-States,<=50K
63,Self-emp-inc,267101,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
47,Private,241832,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,40,El-Salvador,<=50K
43,Local-gov,193755,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
35,Private,186110,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
58,Self-emp-inc,21626,Assoc-voc,11,Divorced,Sales-Bussiness,Not-in-family,White,Male,56,United-States,<=50K
32,Private,206365,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
44,Private,175943,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,<=50K
45,Private,253116,10th,6,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
33,Private,121195,HS-grad,9,Never-married,MachineInsp-Op,Not-in-family,Other,Male,50,United-States,<=50K
34,Private,34862,Bachelors,13,Divorced,Sales-Bussiness,Not-in-family,Amer-Indian-Eskimo,Male,60,United-States,>50K
28,Self-emp-not-inc,398918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K
21,Private,226145,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K
49,Private,200471,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,<=50K
22,Private,147655,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
49,Self-emp-inc,315998,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
38,Federal-gov,338320,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
25,Private,40512,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,<=50K
35,Self-emp-not-inc,207568,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,75,United-States,<=50K
36,Private,114605,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
31,Self-emp-not-inc,182177,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
30,Private,241583,Some-college,10,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,<=50K
44,Private,252930,10th,6,Divorced,Adm-clerical,Unmarried,Other,Female,42,United-States,<=50K
25,Private,63062,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,60,United-States,<=50K
28,Private,274579,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K
38,Self-emp-inc,187411,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
45,Private,189564,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Wife,White,Female,42,United-States,>50K
29,Private,413227,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,35,United-States,<=50K
21,Private,39943,Some-college,10,Never-married,Sales-Bussiness,Own-child,White,Female,20,United-States,<=50K
61,Private,230568,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,>50K
19,Private,124486,12th,8,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K
37,Private,361888,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
40,Private,77247,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
22,Private,236907,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K
64,Self-emp-inc,181408,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,<=50K
32,Local-gov,199539,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K
62,Private,192515,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,Female,40,United-States,<=50K
19,Private,208656,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K
41,Local-gov,74581,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,65,United-States,<=50K
32,Private,153326,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,United-States,<=50K
42,Private,268183,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
66,Private,205724,Some-college,10,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,24,United-States,>50K
50,Self-emp-not-inc,196504,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,United-States,<=50K
19,Private,246226,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
42,Private,149210,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
23,Private,117480,10th,6,Never-married,Craft-repair,Own-child,White,Male,44,United-States,<=50K
35,Private,22463,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
40,Private,48612,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,35,United-States,<=50K
90,Private,137018,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
62,Private,224953,10th,6,Married-civ-spouse,MachineInsp-Op,Husband,Black,Male,40,United-States,<=50K
26,Private,112847,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
22,Private,160398,Some-college,10,Never-married,Sales-Bussiness,Other-relative,White,Male,38,United-States,<=50K
40,Private,203761,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,>50K
23,Private,373628,Bachelors,13,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
34,Private,339142,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
53,Private,123092,HS-grad,9,Widowed,MachineInsp-Op,Not-in-family,White,Female,40,United-States,<=50K
43,Local-gov,163434,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,55,United-States,>50K
28,State-gov,130620,11th,7,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,India,<=50K
35,Private,210150,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
31,Private,145377,Bachelors,13,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,60,United-States,<=50K
49,Private,329603,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
30,Private,361742,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
33,Private,709798,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
34,Private,172579,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,40,United-States,<=50K
26,Private,389856,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
31,Private,242984,Some-college,10,Separated,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
57,State-gov,111224,Bachelors,13,Divorced,MachineInsp-Op,Not-in-family,Black,Male,39,United-States,<=50K
44,Private,54310,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
29,Private,186624,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,40,Cuba,<=50K
30,Private,609789,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,Mexico,<=50K
44,Self-emp-not-inc,219591,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
47,Private,142719,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,<=50K
28,Private,239539,HS-grad,9,Married-spouse-absent,MachineInsp-Op,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K
38,Private,186934,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,<=50K
28,Private,191342,Some-college,10,Never-married,Sales-Bussiness,Not-in-family,Other,Male,40,India,<=50K
48,Local-gov,142719,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
34,Private,89644,Some-college,10,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,55,United-States,>50K
31,Private,137814,Some-college,10,Divorced,Sales-Bussiness,Own-child,White,Female,30,United-States,<=50K
31,Self-emp-not-inc,156033,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,35,United-States,<=50K
29,Private,253262,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
46,Private,102597,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
24,Private,236769,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
44,Local-gov,160943,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K
55,Private,220262,HS-grad,9,Divorced,Sales-Bussiness,Not-in-family,White,Female,40,United-States,<=50K
66,Private,169435,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,16,United-States,<=50K
28,Private,129460,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,40,El-Salvador,<=50K
35,Private,189092,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
38,Private,154410,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Poland,<=50K
38,Private,193961,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
72,Private,496538,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
31,Self-emp-not-inc,108468,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K
26,Private,165673,HS-grad,9,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
20,Private,190457,HS-grad,9,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K
22,Private,65225,10th,6,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K
24,Private,153542,Some-college,10,Never-married,Sales-Bussiness,Other-relative,White,Male,35,United-States,<=50K
58,Private,312131,Masters,14,Married-civ-spouse,Sales-Bussiness,Husband,White,Male,40,United-States,<=50K
57,Self-emp-not-inc,192869,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,United-States,<=50K
37,Private,314963,Some-college,10,Married-civ-spouse,MachineInsp-Op,Husband,White,Male,40,United-States,<=50K
18,Private,375515,11th,7,Never-married,Sales-Bussiness,Own-child,White,Female,20,United-States,<=50K
21,Private,119704,Some-college,10,Never-married,Sales-Bussiness,Unmarried,White,Female,35,United-States,<=50K
41,Private,157025,HS-grad,9,Never-married,MachineInsp-Op,Unmarried,Black,Male,40,United-States,<=50K
46,Local-gov,124071,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,65,United-States,>50K
28,Private,375313,HS-grad,9,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,50,United-States,<=50K
32,Private,172579,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,30,United-States,<=50K
44,Local-gov,290403,Assoc-voc,11,Divorced,Protective-serv,Own-child,White,Female,40,Cuba,<=50K
23,Private,177787,Bachelors,13,Never-married,Sales-Bussiness,Own-child,White,Female,30,England,<=50K
46,Private,503923,HS-grad,9,Married-civ-spouse,MachineInsp-Op,Husband,Black,Male,40,United-States,>50K
23,Private,60331,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
54,Local-gov,168553,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
18,Private,141626,Some-college,10,Never-married,Tech-support,Own-child,White,Male,20,United-States,<=50K
